name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Lasse Riedel Farum Johnsson,23.0,25,2021-11-14,Når alt det der blev lovet og fortalt…,"Når alt det der blev lovet og fortalt viser sig at være løgn på løgn. (Men historien skal i have alligevel)Jeg bestiller en high-end gameingskærm, og fordi varen står i en butik i Jylland, ringer jeg ind for at sikre det hele også fungere.Alt er super godt, skærmen bestilles jeg får link til betaling og får beskeden om den bliver leveret hjem til mig senest 2 dage senere.2 dage senere er den ikke engang sendt fra varehuset, men leveringsdatoen stå til dagen før.Jeg kontakter Elgiganten, som fortæller den er sendt og er på vej så den vil komme samme dag, men kunne da selv lave opfølgning hos Bring som levere den.Jeg ringer til Bring, de fortæller at den ikke er afleveret til dem og står i butikken... og den bliver ikke leveret hjem til mig men til en koisk i nærheden.Jeg ringer tilbage til elgiganten, som siger hovsa nå ja det er vist rigtigt at de lige har løjet omkring levering. Men jeg har den seneste fredag eller lørdag....I dag er det søndag og min skærm er forsat i Jylland....Jeg har hver dag været i kontakt med elgiganten og bagefter Bring.Konklusion:Det er hver dag at elgiganten direkte lyver, da de ikke gider undersøge sagen og beder kunderne selv ringer til elgigantens leverandør for at sikre ens egen pakkeMin pointe til alle jer andre, i skal ikke have behov for hurtigt levering eller en ærlige Kundeservice, hvis i handler der, gå ned i butikkerne, så kan du få varen med det sammeOpdateret med ordrenummer: 2203471469Er spændt på hvilken løsning de kommer frem til - vil holde jer alle sammen opdateret om udviklingen",Elgiganten,"Når alt det der blev lovet og fortalt viser sig at være løgn på løgn. (Men historien skal i have alligevel)Jeg bestiller en high-end gameingskærm, og fordi varen står i en butik i Jylland, ringer jeg ind for at sikre det hele også fungere.Alt er super godt, skærmen bestilles jeg får link til betaling og får beskeden om den bliver leveret hjem til mig senest 2 dage senere.2 dage senere er den ikke engang sendt fra varehuset, men leveringsdatoen stå til dagen før.Jeg kontakter , som fortæller den er sendt og er på vej så den vil komme samme dag, men kunne da selv lave opfølgning hos Bring som levere den.Jeg ringer til Bring, de fortæller at den ikke er afleveret til dem og står i butikken... og den bliver ikke leveret hjem til mig men til en koisk i nærheden.Jeg ringer tilbage til , som siger hovsa nå ja det er vist rigtigt at de lige har løjet omkring levering. Men jeg har den seneste fredag eller lørdag....I dag er det søndag og min skærm er forsat i Jylland....Jeg har hver dag været i kontakt med  og bagefter Bring.Konklusion:Det er hver dag at  direkte lyver, da de ikke gider undersøge sagen og beder kunderne selv ringer til elgigantens leverandør for at sikre ens egen pakkeMin pointe til alle jer andre, i skal ikke have behov for hurtigt levering eller en ærlige Kundeservice, hvis i handler der, gå ned i butikkerne, så kan du få varen med det sammeOpdateret med ordrenummer: 2203471469Er spændt på hvilken løsning de kommer frem til - vil holde jer alle sammen opdateret om udviklingen",0.5275312650312647,M,2021-11-14,2021,11,6
Bente Lønberg,13.0,25,2021-07-30,Dårlig oplevelse med installation af vaskemaskine,"Vi købte en vaskemaskine over nettet og bestilte installering. Vi skulle tilkøbe vibrationsdæmpere med, da de ellers ikke ville installere den. Da installatøren kommer skal han alligevel ikke bruge dæmperne, da det er en Mielemaskine vi har købt. Så nu skal vi til Holbæk fra Sjællands Odde for at returnere dæmpere til en pris af kr. 180,-.Hvad selve installationen angår, så var den under al kritik. Hvis ikke min mand havde været hjemme og kunnet hjælpe, så var dørtrin og dørkarm blevet krunchet. Det var også nødvendigt at han hjalp med at få maskinen på plads, da installatøren ikke kunne tumle den, Maskinen vejer 94 kg, så det er vel også lige i overkanten for en mand. Maskinen blev ikke sat i vatter, det måtte min mand selv gøre. Det var med i prisen, hvilket min mand ikke var klar over, men installatøren havde mega travlt, selv om vi selv sørgede for bortskafning af indpakning.Men nu står maskinen, hvor den skal og den virker upåklageligt.",Elgiganten,"Vi købte en vaskemaskine over nettet og bestilte installering. Vi skulle tilkøbe vibrationsdæmpere med, da de ellers ikke ville installere den. Da installatøren kommer skal han alligevel ikke bruge dæmperne, da det er en Mielemaskine vi har købt. Så nu skal vi til Holbæk fra Sjællands Odde for at returnere dæmpere til en pris af kr. 180,-.Hvad selve installationen angår, så var den under al kritik. Hvis ikke min mand havde været hjemme og kunnet hjælpe, så var dørtrin og dørkarm blevet krunchet. Det var også nødvendigt at han hjalp med at få maskinen på plads, da installatøren ikke kunne tumle den, Maskinen vejer 94 kg, så det er vel også lige i overkanten for en mand. Maskinen blev ikke sat i vatter, det måtte min mand selv gøre. Det var med i prisen, hvilket min mand ikke var klar over, men installatøren havde mega travlt, selv om vi selv sørgede for bortskafning af indpakning.Men nu står maskinen, hvor den skal og den virker upåklageligt.",0.10072222222222223,F,2021-07-30,2021,7,4
Tommie Lehmann,4.0,15,2021-09-27,Reklamation Lenovo laptop,"Man køber en high end Lenovo laptop, opladeren holder op med at virke.. Men man skal afvente om Microsoft synes den skal repareres eller udskiftes.. Så min virksomhed ville så være er du enmudecer for at bruge pc i ukendt antal dage.. En ny koster 499 her men 299 på nettet så den bestiller jeg mens jeg venter.  Mega dårlig reklamations service..",Elgiganten,"Man køber en high end Lenovo laptop, opladeren holder op med at virke.. Men man skal afvente om Microsoft synes den skal repareres eller udskiftes.. Så min virksomhed ville så være er du enmudecer for at bruge pc i ukendt antal dage.. En ny koster 499 her men 299 på nettet så den bestiller jeg mens jeg venter.  Mega dårlig reklamations service..",-0.3625000000000003,Ukendt,2021-09-27,2021,9,0
Svend Aage Mai,16.0,45,2019-07-29,Altid indtil videre god betjening,Altid indtil videre god betjening. Men iritende man skal køre helt til sønderborg.,Elgiganten,Altid indtil videre god betjening. Men iritende man skal køre helt til sønderborg.,0.8138888888888881,M,2019-07-29,2019,7,0
kunde,28.0,55,2021-02-27,Let og lige til,Let og lige til - OG fik hurtig besked om klar til afhentning :-),Elgiganten,Let og lige til - OG fik hurtig besked om klar til afhentning :-),1.0661111111111115,Ukendt,2021-02-27,2021,2,5
Future Ventures - Jesper Bergstedt,1.0,35,2019-07-14,Fed webshop..skuffende,Fed webshop... super super skuffende levering... chaufføren kom ikke til aftalt tid... og ringede heller ikke.Rød med ombookning af aftaler.,Elgiganten,Fed webshop... super super skuffende levering... chaufføren kom ikke til aftalt tid... og ringede heller ikke.Rød med ombookning af aftaler.,-0.050925925925925875,Ukendt,2019-07-14,2019,7,6
Anja Brinch,20.0,55,2021-03-01,Nemt og hurtigt,Nemt og hurtigt. Clik and Collect.,Elgiganten,Nemt og hurtigt. Clik and Collect.,2.0,F,2021-03-01,2021,3,0
Lonni Mikkelsen,6.0,15,2023-03-29,Købte en 	PHILIPS HD9867/90 PREMIUM XXL…,"Købte en 	PHILIPS HD9867/90 PREMIUM XXL AIRFRYER i Elgiganten i Ringsted ,betalte den 30/2. Skulle hente varen 5 dage efter, men fik Den ene SMS efter den anden, ni alt om varen var forsinket. Chattede med en fra elgigant og han nævnte  det var en lidt spøjs bestilling medarbejderen i Elgiganten i Ringsted havde lavet , han havde lavet bestillingen som Pick up🤔har virkelig følt os til grin ,utrolig dårlig kundeservice, de har haft vores penge 1 mdr🤔handler der aldrig igen😡Den tiende SMS var om de ikke kunne skaffe varen alligevel, og vi kunne hente vores penge",Elgiganten,"Købte en 	PHILIPS HD9867/90 PREMIUM XXL AIRFRYER i  i Ringsted ,betalte den 30/2. Skulle hente varen 5 dage efter, men fik Den ene SMS efter den anden, ni alt om varen var forsinket. Chattede med en fra elgigant og han nævnte  det var en lidt spøjs bestilling medarbejderen i  i Ringsted havde lavet , han havde lavet bestillingen som Pick up🤔har virkelig følt os til grin ,utrolig dårlig kundeservice, de har haft vores penge 1 mdr🤔handler der aldrig igen😡Den tiende SMS var om de ikke kunne skaffe varen alligevel, og vi kunne hente vores penge",0.2268518518518509,F,2023-03-29,2023,3,2
Henrik,16.0,35,2021-08-05,Side by side køleskab bestilt med…,Side by side køleskab bestilt med opbæring med 2 mand. Der kom kun 1 mand og vi måtte selv bakse med 136 kg tungt skab.,Elgiganten,Side by side køleskab bestilt med opbæring med 2 mand. Der kom kun 1 mand og vi måtte selv bakse med 136 kg tungt skab.,0.047619047619047575,M,2021-08-05,2021,8,3
Helle,26.0,15,2021-04-16,Meget skuffet over Elgigangten,Meget skuffet over Elgigangten. Havde bestilt mit barnebarns fødselsdagsgave som blev lovet at levering ville være d10. april. Fik så en sms om at den var forsinket og ville blive leveret d. 10. april. I dag har vi d. 16. april og har intet hørt og intet modtaget. Under al kritik. Dette var sidste gang jeg handler i Elgiganten.,Elgiganten,Meget skuffet over Elgigangten. Havde bestilt mit barnebarns fødselsdagsgave som blev lovet at levering ville være d10. april. Fik så en sms om at den var forsinket og ville blive leveret d. 10. april. I dag har vi d. 16. april og har intet hørt og intet modtaget. Under al kritik. Dette var sidste gang jeg handler i .,-0.0349673202614383,F,2021-04-16,2021,4,4
Kunde,29.0,25,2021-01-17,Bestil 1 telefon og et etui,"Bestil 1 telefon og et etui. Kom i 2 forsendelser og etui oven i købet 4 dage senere. Begge dele var på lager ved bestilling, det er ikke godt nok.",Elgiganten,"Bestil 1 telefon og et etui. Kom i 2 forsendelser og etui oven i købet 4 dage senere. Begge dele var på lager ved bestilling, det er ikke godt nok.",-0.27083333333333376,Ukendt,2021-01-17,2021,1,6
Ann Kristine Dyhrberg Mouritzen,19.0,55,2020-10-31,Nemt at finde varen på hjemmesiden,Nemt at finde varen på hjemmesiden Hurtig levering,Elgiganten,Nemt at finde varen på hjemmesiden Hurtig levering,1.0,F,2020-10-31,2020,10,5
Eva,3.0,15,2020-06-18,Rigtig dårlig har ventet 14 dage på…,Rigtig dårlig har ventet 14 dage på printerOg ingen kan finde min ordre Jeg har selv hentet min printer i Skalborg så nu håber jeg bare på at der ikke kommer en med posten jeg fil en pakke papir som var helt itu ☹️☹️☹️,Elgiganten,Rigtig dårlig har ventet 14 dage på printerOg ingen kan finde min ordre Jeg har selv hentet min printer i Skalborg så nu håber jeg bare på at der ikke kommer en med posten jeg fil en pakke papir som var helt itu ☹️☹️☹️,0.02136752136752054,F,2020-06-18,2020,6,3
merete,2.0,15,2021-02-26,Sendt en Neato robotstøvsuger til rep…,"Sendt en Neato robotstøvsuger til rep nu er det over 1,5 måned siden (og stadig ikke noget nyt i sagen) Efter flere telefonsamtaler og nr. 90 i køen får man ingen service medarbejderne lover at ringe tilbage som aldrig sker. En støvsuger som Elgiganten ikke kan spore og ved hvor er henne, og det skal jeg som forbruger vente på at de klokker i den. Har bedt om at snakke med nogle der har beføjelser så jeg kan modtage en ny varer eller pengene retur men det findes åbenbart ikke. Under al kritk - Elgiganten er blevet alt for store og skider rent og sagt på deres kunder ligeså snart de har fået langet deres varer over disken og pengene er kommet i deres kasse.",Elgiganten,"Sendt en Neato robotstøvsuger til rep nu er det over 1,5 måned siden (og stadig ikke noget nyt i sagen) Efter flere telefonsamtaler og nr. 90 i køen får man ingen service medarbejderne lover at ringe tilbage som aldrig sker. En støvsuger som  ikke kan spore og ved hvor er henne, og det skal jeg som forbruger vente på at de klokker i den. Har bedt om at snakke med nogle der har beføjelser så jeg kan modtage en ny varer eller pengene retur men det findes åbenbart ikke. Under al kritk -  er blevet alt for store og skider rent og sagt på deres kunder ligeså snart de har fået langet deres varer over disken og pengene er kommet i deres kasse.",0.09682539682539662,F,2021-02-26,2021,2,4
Ronald Wilson,3.0,15,2019-09-01,værste service Danmark venter over 10…,"værste service Danmark venter over 10 Day for en pakke , meget skuffet over det hele😱aldrig igain🤮😪👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾",Elgiganten,"værste service Danmark venter over 10 Day for en pakke , meget skuffet over det hele😱aldrig igain🤮😪👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾",-1.3600000000000008,M,2019-09-01,2019,9,6
Günes,1.0,15,2020-03-01,"Holder ikke, hvad de lover","Jeg har købt en vaskemaskine for 2 måneder siden. I forbindelse med monteringen, lavede de uheldigvis et hul i slangen og det er stadig ikke blevet udskiftet, selvom jeg flere gange er blevet lovet, at de ville sende en elektriker som kan fixe det. Men jeg venter stadig på at blive kontaktet, på trods af, at jeg har haft ringet til dem ufattelig mange gange. Det er bare for dårligt.",Elgiganten,"Jeg har købt en vaskemaskine for 2 måneder siden. I forbindelse med monteringen, lavede de uheldigvis et hul i slangen og det er stadig ikke blevet udskiftet, selvom jeg flere gange er blevet lovet, at de ville sende en elektriker som kan fixe det. Men jeg venter stadig på at blive kontaktet, på trods af, at jeg har haft ringet til dem ufattelig mange gange. Det er bare for dårligt.",-0.6038461538461534,Ukendt,2020-03-01,2020,3,6
Ole Jensen,9.0,15,2020-06-01,Dårlig opfølgning på levering af vare,"Fik kvittering for modtagelses af ordre med forventet levering den 22/5-2020,men ingen ting skete, chat med robot gav mig svar at varen var i rest til 28 august og at jeg skulle ringe for at annullere eller finde en anden vare, ringede og talte med en flink medarbejder der lovede gig en alternativ vare til samme pris og ville sætte det i gang med det samme, men desværre nu 6 dage efter har jeg ikke hørt en dyt fra Elgiganten før denne anmeldelses anmodning tikkede ind.det er IKKE god servivice",Elgiganten,"Fik kvittering for modtagelses af ordre med forventet levering den 22/5-2020,men ingen ting skete, chat med robot gav mig svar at varen var i rest til 28 august og at jeg skulle ringe for at annullere eller finde en anden vare, ringede og talte med en flink medarbejder der lovede gig en alternativ vare til samme pris og ville sætte det i gang med det samme, men desværre nu 6 dage efter har jeg ikke hørt en dyt fra  før denne anmeldelses anmodning tikkede ind.det er IKKE god servivice",0.6648550724637671,M,2020-06-01,2020,6,0
